sku_id,title,brand,product_family,list_price_usd,average_rating,rating_count,feature_count,source_line,source
B004Q7GOM6,Intel Boxdh67clb3 Dh67cl Motherboard LGA 1155 ATX Form Factor,Intel,MOTHERBOARD,128.02,4.0,57,7,462626,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B004TL8ZXA,Asus K55VD K55VM K55A K55DRLaptop AC Adapter Charger Power Cord,Delta,OTHER_COMPUTE,26.98,3.6,51,3,30355,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B00540IHEC,C-130 airborne drop Laptop Skin,Laced Up Decals,OTHER_COMPUTE,9.49,3.7,12,6,33878,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0062I9ZTG,ASRock Intel X79 ATX DDR3 1600 LGA 2011 Motherboards X79 EXTREME4,ASRock,MOTHERBOARD,398.86,4.0,25,8,938,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B006L6ZHAU,"SilverStone Technology Tek Micro-ATX Mini-DTX, Mini-ITX Mini Tower Plastic with Aluminum Accent Computer Cases PS07B (Black)",SilverStone Technology,WORKSTATION_AND_PC,114.71,3.8,54,8,527875,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B008FSZKU4,Kingston Technology ValueRAM 2GB DDR3 1600MHz PC3-12800 DDR3 Non-ECC CL11 DIMM Motherboard Memory KVR16N11/2,Kingston Technology,MOTHERBOARD,24.74,4.3,12,5,706730,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0093H8JCM,Intel Core i3-3220T Dual-Core Processor 2.8 Ghz 3MB Cache LGA 1155 - BX80637i33220T,Intel,CPU_AND_PROCESSOR,135.0,3.8,38,3,154603,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B00AT4N5XQ,Transcend 4 GB Class 4 microSDHC Flash Memory Card TS4GUSDHC4,Transcend,MEMORY_AND_STORAGE,9.79,4.4,381,13,351455,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B00EZB1FXQ,"4GB DDR3 Memory Upgrade for Toshiba Satellite C655 Series, Toshiba Satellite C655D Series Notebook PC3-10600 204 pin 1333MHz Laptop SODIMM RAM (PARTS-QUICK Brand)",Parts-quick,MEMORY_AND_STORAGE,24.99,3.4,3,4,640401,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B00FPNKGJC,"HQRP AC Adapter Compatible with Western Digital WD My Cloud WDBCTL0020HWT WDBCTL0030HWT WDBCTL0040HWT ; 2TB 3TB 4TB Network Attached Storage NAS, Power Supply Cord Plus HQRP Euro Plug Adapter",HQRP,THERMAL_AND_POWER,13.95,4.4,128,5,180065,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B00IQ4E0ZI,MSI G Series GP60 Leopard-010 15.6-Inch Laptop (Black),MSI,OTHER_COMPUTE,899.0,3.5,65,5,315302,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B00ISO0FUA,"Dell Optiplex , 3.0 Ghz Intel E8400 Cpu, New 4 Gb Memory, 250 Gb Hard Drive, DVD R/w, Windows 7 - (Certified Reconditioned)",Dell,MEMORY_AND_STORAGE,112.27,4.2,8,4,669246,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B00IWGKKM2,UpBright 4-Pin 24V AC/DC Adapter Replacement for CD Coming Data LP-2460 LP2460 Co Ming Data CDComing Luxen Tech FY2405000 FY 2405000 SAMSING 24VDC 5A 6A - 7A Power Supply Charger (w/ 4 Prong End),UPBRIGHT,THERMAL_AND_POWER,43.99,3.5,17,0,217709,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B00JLV4BWC,"AC Infinity MULTIFAN S7, Quiet Dual 120mm USB Fan, UL-Certified for Receiver DVR Playstation Xbox Computer Cabinet Cooling",AC Infinity,WORKSTATION_AND_PC,19.99,4.7,7016,5,46728,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B00KCLIFUE,ASUS Micro ATX DDR3 2400 NA Motherboard A88XM-E,ASUS,MOTHERBOARD,124.99,4.3,24,4,525974,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B00L5GZOW2,EVGA GeForce GT 730 1GB DDR3 128bit DVI/HDMI/VGA Low Profile Graphics Card 01G-P3-2730-KR,EVGA,GPU_AND_GRAPHICS,78.02,4.3,20,5,226363,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B00M0K6G3I,4GB Stick Gateway SX Desktop SX2865-UR11P SX2865-UR15 SX2865-UR308 SX2865-UR328 SX2865-UR338 SX2865-UR348 SX2870-UR10P SX2855-UB22P SX2855-UR20P SX2855-UR21P DDR3 Non-ECC PC3-10600 1333MHz RAM Memory,A-Tech,MEMORY_AND_STORAGE,36.29,5.0,6,4,535867,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B00SNDXBAW,"Panasonic Toughbook CF-532JCZYCM Laptop (Windows 8, Intel A4 2 GHz, 14"" LED-lit Screen, Storage: 320 GB, RAM: 4 GB) Silver",Panasonic,OTHER_COMPUTE,1599.0,3.0,7,5,278835,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B00TO77NUU,Intel OEM BV80605001908AK Core i7-860 Processor 2.8GHz 2.5GT/s 8MB LGA 1156 CPU OEM,Intel,CPU_AND_PROCESSOR,49.95,4.7,5,0,68069,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B00TTOKAQC,Gigabyte FM2+ AMD A68H SATA 6Gb/s USB 3.0 HDMI Micro ATX AMD Motherboards GA-F2A68HM-HD2,Gigabyte,MOTHERBOARD,118.04,3.9,40,6,392145,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B00UACMXU8,"Piel Leather Double Loop Flap-Over Laptop Backpack, Black, One Size",Piel Leather,OTHER_COMPUTE,364.0,4.3,20,5,318751,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B00VY23P7S,Accessory USA AC Adapter Power Supply Charger Cord for Roland EP-7 II Digital Piano,Accessory USA,THERMAL_AND_POWER,8.85,4.5,4,4,236949,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B00XXWPTUS,HQRP AC Adapter Compatible with Panasonic HC-V770 HC-V777 HC-V770M HC-V760 HC-WX970 HC-WX979 HC-WX970M HC-VX870 HC-VX878 HC-VX870M Camcorder Power Supply Cord AC Adaptor Charger + Euro Plug Adapter,HQRP,THERMAL_AND_POWER,8.91,5.0,4,5,147935,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B00YX10X4K,Accessory USA AC Adapter Charger for Philips Norelco 7800XL 7810XL 8260XL Power Supply,Accessory USA,THERMAL_AND_POWER,9.98,4.6,18,4,383683,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B016MXAUM6,Jotto-Cargo Slide 425-5626/5215 Laptop Stand 2015 Ford TR,Jotto Cargo,OTHER_COMPUTE,324.43,4.2,3,1,273057,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0170WQEA0,"12U Server Rack Cabinet Enclosure Fully Equipped! Accessories Free! Fits Most Server Equipment 35"" Deep Fully Lockable Network IT 19"" Enclosure Box",Sysracks,SERVER_AND_ACCELERATOR,399.99,3.9,20,5,448878,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B01AJR9GY4,"Sedna - PCIE 7 Port USB 3.0 Adapter Card (7 External Ports) with SATA Power Connector, (NEC Host Controller)",Sedna,OTHER_COMPUTE,41.3,4.0,3,5,567272,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B01C0B0RWC,"Uniden DFR7 Super Long Range Wide Band Laser/Radar Detector, Built-in GPS w/Mute Memory, Voice Alerts, Red Light & Speed Camera Alerts, OLED Display, Black",Uniden,MEMORY_AND_STORAGE,169.97,4.5,2505,7,12482,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B01HYOH8OK,Replacement CD DVD Burner Writer Player Drive for Dell Optiplex Small Form Factor SFF 390 790 990 3010 3020 7010 7020 9010 Computer and SATA Cable,Dell,WORKSTATION_AND_PC,26.33,4.5,177,4,254253,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B01MDLVSGG,JIAZIJIA 01AY968 Laptop Battery Replacement for Lenovo ThinkPad P1 X1 Extreme 1st Gen 2018 2nd Gen 2019 Series SB10Q76928 L17M4P72 L18M4P71 SB10S57317 01YU911 L17C4P72 SB10Q76929 01AY969 15.36V 80Wh,JIAZIJIA,OTHER_COMPUTE,59.99,3.5,4,5,28846,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B01N12D432,"lenovo ThinkCentre Premium High Performance M91P Desktop Computer, Intel Core i5 Quad-Core Processor 3.1GHz, 8GB RAM, 1TB HDD, Windows 10 Home (Renewed)",Lenovo,CPU_AND_PROCESSOR,84.79,4.0,1584,4,263172,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B01N2VZOTY,10 Pack TrackPoint Keyboard Mouse Red Cap Soft Dome Laptop Pointer for IBM Lenovo ThinkPad,JNSupplier,OTHER_COMPUTE,10.99,4.1,19,4,614263,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B01N3OCEWR,BestCH 12V Global AC/DC Adapter for TEKA TEKA006-1200500UK TEKA006A-1200500UK 12VDC Power Supply Cord PS Wall Charger Mains PSU,BestCH,THERMAL_AND_POWER,16.2,4.4,4,4,146318,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B01N9QRF83,Secure Digital 64GB High Capacity (SDHC) Memory Card Works with Panasonic Lumix DC-FZ80 Digital Camera,Synergy Digital,MEMORY_AND_STORAGE,14.45,4.0,5,5,353188,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B06XPY2B2N,"12 Pcs Cable Clips Self Adhesive Cord Management Multipurpose Organizer Colorful Silicone Wire Holder Wall Sticker Hook for Charger, Cell Phone, Office Desk,Computer",mxtechnic,WORKSTATION_AND_PC,12.99,4.1,22,5,260732,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B06XQN1GKK,18.5V 3.5A 65W Ac Adapter for HP Pavilion DV7 DV6 DV5 DV4 DM4 G7 G6 G4 Series;Charger for Probook-Elitebook-Compaq-Presario CQ57 CQ56 CQ62 CQ60 2000-2B09WM 2000-2A20NR Laptop Adapter Power Cord,ROLADA,OTHER_COMPUTE,12.88,4.5,571,3,636276,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B06Y48XHSV,Rangale CPU Fan Cooling for Acer Nitro 5 AN515-58 AN515-46 N22C1 AN517-55 Predator Helios 300 PH317-55 PH315-55 PH317-56 DC12V Series Laptop,Rangale,CPU_AND_PROCESSOR,16.09,4.7,5,3,431264,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0718T232Z,HiLetgo ESP-WROOM-32 ESP32 ESP-32S Development Board 2.4GHz Dual-Mode WiFi + Bluetooth Dual Cores Microcontroller Processor Integrated with Antenna RF AMP Filter AP STA for Arduino IDE,HiLetgo,CPU_AND_PROCESSOR,10.49,4.5,1276,5,535258,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0719SR1VB,Accessory USA AC DC Adapter for First Act AL104 MA2039 MA4024 MA003 MA007 MA004 Guitar Amplier Power Supply Cord,Accessory USA,THERMAL_AND_POWER,20.89,4.7,11,4,137946,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B071RWJG92,"CPU Dust Cover, CPU Computer Desktop PC Mid-Tower Case Protector, Covers PC Case by SZBRO (10W x20H x24D)",SZBRO,CPU_AND_PROCESSOR,9.99,4.5,327,5,62835,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B071W6DDVP,Accessory USA AC Adapter Power Supply Wall Cable Charger Power Cord for Magellan Roadmate 1412 1420 1424 1425 T 1430 1440 1475 1470 1445 t 1475t GPS,Accessory USA,THERMAL_AND_POWER,8.89,4.2,3,4,396994,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B072289VCM,"ANGWEL New Laptop Charger AC Adapter for HP Pavilion DV5, DV7, DV4, PPP009H, 608425-002, 609939-001,18.5V 3.5A 65W 7.4mm*5.0mm",ANGWEL,OTHER_COMPUTE,14.89,4.4,141,0,35008,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B072PZQTDS,Accessory USA 12V AC to AC Adapter for Hon-Kwang A12-1A A121A Plug in Class 2 Transformer 12VAC Power Supply Cord (Input: 110VAC),Accessory USA,THERMAL_AND_POWER,24.89,3.8,3,4,656185,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0746H6X11,Dentsing 51Wh 93FTF Laptop Battery Replacement for Dell Latitude 5280 5480 5580 5590 5490 5288 5290 5290 5488 5495 E5280 E5480 E5580 E5490 E5590 E5480 E5290 E5591 Precision 15 3520 3530 D4CMT 451-BBZT,Dentsing,OTHER_COMPUTE,39.74,4.5,15,5,362898,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B074TWFXRV,"T POWER 5V Charger Ac Dc Adapter for for Voyor , Hoposo, Uniden Bearcat : BC75XLT BC-75XLT , BC125AT, BCD325P2, BCD436HP, and HOME PATROL 2 RADIO SCANNERS Power Supply",T POWER,THERMAL_AND_POWER,9.99,4.5,237,5,356758,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0756C8ZZB,【Nintendo Switch】 Micro SD Memory card 128GB for Nintendo Switch,ホリ,MEMORY_AND_STORAGE,76.97,4.2,255,5,307493,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B075DHN6BZ,"OWC 1 TB Mercury Electra 6G SSD 2.5"" Serial-ATA 7mm Solid State Drive",OWC,MEMORY_AND_STORAGE,148.87,4.4,88,1,317771,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B076CCZVTT,IOGEAR Wireless HDMI Ultra Long-Range Computer/Projector Audio Video Transmitter Extender,IOGEAR,WORKSTATION_AND_PC,172.77,4.6,5,5,125886,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B076P4QC8J,AB5512HX-G00 DC12V 0.19A Blower fan Server Cooling Fan 5.5cm 2wire 2pin,Z.N.Z,SERVER_AND_ACCELERATOR,9.88,4.2,7,5,84523,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0779DFVKH,Lancher 60-Pack M6 x 16mm Screws and Cage Nuts for Server Shelf Cabinets Rack Mount 1U 2U 6U 12U Rack Screw cage nut - Black,Lancher,SERVER_AND_ACCELERATOR,14.99,4.7,845,5,155582,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B077HM967B,Fancy Buying New Laptop Battery for Dell Precision M4800 M6600 M6800 FV993 FJJ4W PG6RC 7DWMT JHYP2 K4RDX 9-Cell 11.1V 7800mAh,Fancy Buying,THERMAL_AND_POWER,29.88,4.0,50,5,513751,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B077SKWTXL,"Dell Inspiron 13 5000 13.3 Inch Touch Screen 1TB HDD 2-in-1 Laptop (Intel Core i3-7100U, 4GB RAM, Full HD Display) Grey",Dell,OTHER_COMPUTE,177.8,3.8,48,0,378307,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B078863NXQ,"Omnihil 15 Feet AC Power Cord Cable Compatible with CYBERPower PC Gamer Ultra GUA520 Gaming Desktop, Compatible Part",OMNIHIL,WORKSTATION_AND_PC,12.96,4.0,5,6,60699,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0788WGHQ1,HMT42GR7AFR4C-RD HYNIX 16GB (1X16GB) 2Rx4 PC3-14900R DDR3-1866 Memory RAM,Hynix,MEMORY_AND_STORAGE,17.99,5.0,4,0,250678,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B079H26319,"Elgato Thunderbolt 2 Dock with 50 cm Thunderbolt Cable, 20Gb/s, 4K Support, 2X Thunderbolt 2, 3X USB 3.0, Audio Input and Output, Gigabit Ethernet, Aluminum Chassis (Renewed)",Elgato,NETWORKING,89.95,4.3,6,6,2002,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07B7GFGZ9,"DOMISO 11 - 11.6 Inch Waterproof Laptop Sleeve Canvas with Back Handle Tablet Protective Case Bag for 11.6"" MacBook Air / Microsoft Surface Pro 5, 4, 3 / ASUS / Acer / Lenovo / Dell / HP , Dark Grey",DOMISO,OTHER_COMPUTE,11.99,4.7,457,5,109149,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07BRLZSJ5,"(2) Mackie CR3 3"" Studio/Computer/Podcast Podcasting Reference Monitors Speakers",Mackie,WORKSTATION_AND_PC,119.99,4.5,29,0,152331,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07CW3YN6S,G.SKILL 32GB (4 x 8GB) TridentZ RGB Series DDR4 PC4-34100 4266MHz Desktop Memory Model F4-4266C17Q-32GTZR,G.Skill,MEMORY_AND_STORAGE,338.31,4.8,5,0,12437,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07CZ42G6F,"Samsung PM981 Polaris 512GB M.2 NGFF PCIe Gen3 x4, NVME Solid State Drive SSD, OEM (2280) MZVLB512HAJQ-00000",SAMSUNG,MEMORY_AND_STORAGE,69.99,4.2,71,5,127040,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07GCRL4F4,"HP EliteBook 840 G2 14-inch Laptop, Core i7-5600U 2.6GHz, 8GB Ram, 500GB SSD, Windows 10 Pro 64bit (Renewed)",HP,MEMORY_AND_STORAGE,204.98,2.6,5,0,90261,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07JWG5G2H,"Lenovo Flex 5 Laptop, 15.6"" Touchscreen, Intel Core i7, 8GB Memory, 256GB SSD, Windows 10 Home",Lenovo,MEMORY_AND_STORAGE,879.8,4.3,15,1,25962,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07K2XDDH3,"Deity V-Mic D3 Pro Super-Cardioid Directional Shotgun Microphone with Rycote Shockmount for DSLRs, Camcorders, Smartphones, Tablets, Handy Recorders, Laptop and Bodypack Transmitters",Deity,OTHER_COMPUTE,139.0,4.4,426,5,140348,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07M8BFRCT,"Sintech 28Pin to PCI-e Adapter Card,Compatible for SSD from MacBook Air(2013-2017) and MacBook PRO(Late 2013-2015) (with Fan)",Sintech,MEMORY_AND_STORAGE,14.99,3.8,16,5,18858,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07P61JC4N,ASURION 4 Year Laptop Protection Plan ($800 - $899.99),ASURION,OTHER_COMPUTE,146.99,4.5,1659,5,316300,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07P8WMN14,"Rebuild Skills UL Approved 6 Feet Universal Computer Monitor Power Cord, C13 Power Cable for Monitor, PC, Desktop, Printer, Scanner 18 AWG GA NEMA 5-15P to IEC13 (5 Pack)",REBUILD SKILLS,WORKSTATION_AND_PC,24.95,4.8,233,5,672227,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07PJYZ4MS,Fully AS15B3N Replacement Laptop Battery Compatible with Acer Predator G9-591 G9-592 G9-791 G9-792 GX-791 Series Notebook KT.00803.004 4ICR19/66-2 - 14.8V 88.8Wh 6000mAh,Fully,OTHER_COMPUTE,44.98,5.0,5,5,424198,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07RF8BXYB,Cable Matters Computer Power Cord Splitter (NEMA 5-15P to 2X IEC C13) - 15 Feet,Cable Matters,WORKSTATION_AND_PC,15.49,4.7,250,5,271671,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07SF4Y169,"150W Watt 19.5V 7.7A AC Adapter Charger Compatible Fit for HP ZBook 15 G3 G4,HP ZBook Studio G3 G4,HP ZBook 15u G3 G4,HP OMEN 15, OMEN x by HP Laptop ADP-150XB B Power Supply Connector 4.5mm x 3.0mm",DTDR,THERMAL_AND_POWER,32.99,4.2,21,5,8698,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07SK7883Z,"SimYoung USB to SATA, USB 3.0 to SATA III Hard Drive Adapter Cable w/UASP Compatible for 2.5 inch HDD and SSD",SimYoung,MEMORY_AND_STORAGE,8.99,4.0,7,5,354804,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07SQGRHY9,"Sony ILCE-7M3K/B a7III Full Frame Mirrorless Camera with 2 Lens Kit SEL2870 FE 28-70 mm F3.5-5.6 OSS + SEL50F18F FE 50mm F1.8 Bundle with 2X 64GB Memory, Deco Gear Case and Accessories (15 Items)",Sony,MEMORY_AND_STORAGE,2099.0,4.4,136,5,610150,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07SWFGJM4,"HP 17-by1061st 17.3"" Laptop, Intel 8th Generation i3-8145U, 8GB DDR4 Memory, 1TB HDD, Win 10 Home",HP,MEMORY_AND_STORAGE,599.99,4.3,83,5,597159,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07SY4H128,"BOSS Audio Systems Elite BE1600.4 4 Channel Car Amplifier - 1600 Watts, Full Range, Class AB, 2-8 Ohm Stable, Mosfet Power Supply, Bridgeable",BOSS Audio Systems,THERMAL_AND_POWER,129.99,4.2,303,8,136325,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07T1BCQ2X,New Ac Adapter Fit for ASUS FX705GE FX705GD FX505 FX505GD FX505GE FX505GD FX505DY FX705GD FX505GM GX531GM-DH74 GL703GM TUF705GD Laptop Power Supply Charger Cord,YHYTECH,THERMAL_AND_POWER,29.9,4.0,19,5,688396,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07VSHRJDV,UL Listed 65W AC Charger Fit for Dell Inspiron 15 7506 P97F003 2-in-1 Laptop Power Adapter Supply Cord,Dexpt,OTHER_COMPUTE,25.99,4.4,47,5,470388,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07W97TYBC,PK Power AC DC Adapter Cord for simplehuman Trash Sensor Can Power Supply Battery Charger,PKPOWER,THERMAL_AND_POWER,13.99,5.0,3,5,147555,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07WG9Z35W,"Viotek LinQ 16 Inch Touchscreen Portable Monitor – Full HD 1080P Thin IPS Panel w/Built in Speakers, (2X) USB Type C, (1x) HDMI Mini, (1x) 3.5mm Port - for Laptop, Tablet or Smartphone (P16CT)",Viotek,OTHER_COMPUTE,324.29,4.2,354,7,354054,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07X3H6RV8,"Lenovo 2019 Thinkpad E590 15.6"" HD Business Laptop (Intel Quad Core i5-8265U, 32GB DDR4 RAM, 256GB PCIe NVMe M.2 SSD + 2TB HDD) Type-C, HDMI, Ethernet, Webcam, Windows 10 Pro",Lenovo,MEMORY_AND_STORAGE,1299.0,3.2,5,5,685589,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07Y46NHFX,iodd Mini USB 3.0 256-bit Secure encrypted SSD Drive (256GB),iodd,MEMORY_AND_STORAGE,133.0,4.3,513,5,94447,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07YXCBVWX,Samsung M474A2K43BB1-CTD 16GB DDR4 2666MHZ PC4-21300 ECC SODIMM 2Rx8 Replacement Memory Upgrade by NEMIX RAM,NEMIX RAM,MEMORY_AND_STORAGE,63.95,4.8,16,5,391950,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07Z4JPJP2,"Small Power Strip with USB, PowerPort Cube with 3 Outlets and 3 USB Ports, Portable Design, 5.5 Ft Extension Cord, Cruise Travel, Desktop Multi-Plug Outlet, Child Protectors Compact Socket, Black",Duvik,WORKSTATION_AND_PC,13.99,4.6,754,5,670680,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B07ZS1WZVY,KODAK PIXPRO AZ421 Astro Zoom 16MP Digital Camera with 42x Optical Zoom (Black) Bundle with 32GB SD Memory Card and Holster Bag (3 Items),KODAK,MEMORY_AND_STORAGE,229.99,4.0,54,5,442303,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B083B8B27H,AC 100-240V to DC 12V 2A Power Supply Adapter with 4 Way Splitter Cable for Security Camera DVR Led Strip UL Listed FCC,Security-01,THERMAL_AND_POWER,13.99,4.4,93,5,405802,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B084MH81HK,"KOTTO Multi-Use Electric Computer Duster Dryer Air Pump Dust Blower, High Pressure Electric Air Duster, Computer Cleaner Blower, Keyboard Cleaner, Electronic Devices, PC Cleaner and Laptop Cleaner",KOTTO,WORKSTATION_AND_PC,40.99,4.5,616,5,230804,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B084VG3G6B,"SUPER REAL The #1 Cooler with Speakers on Amazon. 20-Watt Bluetooth Speakers for Parties/Festivals/Boat/Beach. Rechargeable, Works with iPhone & Android (Blue, 2023 Edition)",SUPER REAL,THERMAL_AND_POWER,89.0,4.3,84,5,471040,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0858RM2MK,OUWEE L17L3PE0 Laptop Battery Compatible with Lenovo Yoga 730-15IWL Yoga 730-15IKB Series Notebook L17C3PE0 5B10Q39196 5B10Q39197 11.4V 51.5Wh 4520mAh,OUWEE,OTHER_COMPUTE,49.99,3.7,3,5,317525,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B085GHC54L,BC-144N Desktop Charger for ICOM IC-V82 IC-V8 IC-T3H BP-209N BP-210N IC-A6 IC-A24 IC-F4GT IC-F30GT IC-F11,AICANFLY,WORKSTATION_AND_PC,25.99,2.7,9,3,304707,McAuley-Lab Amazon Reviews 2023/Electronics metadata
